516	575	64	1	2026-02-23 14:08:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
180	137	27	1	2026-02-03 17:21:00	\N	excellent	\N	Asignación automática junto con laptop	\N	firmada	2026-02-23 22:54:09.017	\N	no_generada
250	365	14	1	2026-02-06 16:04:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
249	364	14	1	2026-02-06 16:04:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
246	33	14	1	2026-02-06 16:04:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
194	325	22	1	2026-02-04 18:00:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
201	331	22	1	2026-02-05 15:00:00	\N	good	\N		\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
193	324	22	1	2026-02-04 18:00:00	\N	good	\N		\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
199	330	22	1	2026-02-05 14:59:00	\N	good	\N	Daño en el cristal de la cámara del teléfono	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
265	272	34	1	2026-02-06 22:20:57.732	\N	good	\N	Transferencia de dueño	\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
274	268	34	1	2026-02-06 17:45:00	\N	good	\N		\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
85	243	12	1	2026-01-30 10:36:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
81	193	12	1	2026-01-30 10:36:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
272	158	34	1	2026-02-06 17:25:00	\N	good	\N		\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
266	270	34	1	2026-02-06 22:20:57.732	\N	good	\N	Transferencia de dueño	\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
195	210	22	1	2026-02-04 18:00:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
280	188	35	1	2026-02-10 12:23:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
281	386	35	1	2026-02-10 12:23:00	\N	good	\N		\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
275	381	35	1	2026-02-10 12:23:00	\N	good	\N		\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
279	383	35	1	2026-02-10 12:23:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
277	380	35	1	2026-02-10 12:23:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
276	97	35	1	2026-02-10 12:23:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
